alt_id,comment,created_by,creation_date,def,name,property_value,subset,synonym,xref
,Evaluated at growth stage:6-7 in rice.,,,"""Causal agent: the stem nematode Dictylenchus angustus. Symptoms: leaf mottling or chlorotic discoloration in a splash pattern at base of young leaves in stem elongation or mid-tillering stage; brown stains may develop on leaves and sheaths which later intensify to a dark brown color. A characteristic distortion consisting of twisting and withering of young leaves. A distortion of panicle which either remains enclosed with in a swollen sheath, partially emerge but are twisted and with unfilled grains or emerge completely but with unfilled grains and resembling a whitehead."" [Gramene:pankaj_jaiswal, IRRI:SES]",ufra damage,,,"['""U (related)"" RELATED []']",
,,,,"""Calculated as percent of root mass density in this section over the total root mass density. Both scored at the 0-15cm depth."" [Gramene:jcl, Gramene:pankaj_jaiswal]",percent root mass density 0-15,,,"['""prmd 0-15 (related)"" RELATED []']",
,,,,"""Calculated as percent of root mass density in this section over the total root mass density. Both scored at the 15-30cm depth."" [Gramene:jcl, Gramene:pankaj_jaiswal]",percent root mass density 15-30,,,"['""prmd 15-30 (related)"" RELATED []']",
,,,,"""A flag leaf morphology trait (TO:0000832) which is an angle of the flag leaf (PO:0020103) measured near the collar, as the angle of attachment between the flag leaf blade and the main inflorescence axis in grass plants."" [IRRI:SES, PO:0020103, TO:cooperl, TO:moorel]",flag leaf angle,,,"['""FLFAG (related)"" RELATED []']",
,,,,"""Calculated as percent of root mass density in this section over the total root mass density. Both scored at the 30-45cm depth."" [Gramene:jcl, Gramene:pankaj_jaiswal]",percent root mass density 30-45,,,"['""prmd 30-45 (related)"" RELATED []']",
,,,,"""Causal agent: rice grassy stunt virus 2 (RGSV2). Symptoms: RGSV2 causes severe stunting, excessive tillering, yellow to orange and narrow leaves with small rusty spots."" [Gramene:pankaj_jaiswal]",rice grassy stunt virus-2 resistance,,,"['""RGSV2 (related)"" RELATED []', '""RGSV2RS (related)"" RELATED []']",
,,,,"""Causal agent: rice grassy stunt virus 1 (RGSV1). Symptoms: RGSV1 causes severe stunting, excessive tillering, pale green to yellow and narrow leaves with small rusty spots."" [Gramene:pankaj_jaiswal]",rice grassy stunt virus-1 resistance,,,"['""RGSV1 (related)"" RELATED []', '""RGSV1RS (related)"" RELATED []']",
,,,,"""Proportion of usable (economically significant) biomass over total (biological) biomass, expressed as a percentage."" [Gramene:jcl, Gramene:pankaj_jaiswal]",harvest index,,,"['""HI (related)"" RELATED []', '""HVID (related)"" RELATED []']",
,,,,"""Causal agent: Ustilaginoidea virens. Symptoms: infected grains are transformed into yellow-greenish or greenish-black velvety-looking spore balls."" [Gramene:pankaj_jaiswal, IRRI:SES]",false smut disease resistance,,,"['""FSm (related)"" RELATED []', '""FSRS (related)"" RELATED []']",
,,,,"""Sensitivity to the far red light content in the growth environment."" [Gramene:pankaj_jaiswal]",far red light sensitivity,,,"['""FRLTSN (related)"" RELATED []', '""Pfr light sensitivity (related)"" RELATED []']",
,,,,"""Water potential of a leaf."" [Gramene:pankaj_jaiswal]",leaf water potential,,,"['""LFWP (related)"" RELATED []', '""lwp (related)"" RELATED []']",
,,,,"""Actual measurements in millimeters from the outer diameter of the stem at the basal portion of the main stem."" [IRRI:SES]",basal internode diameter,,,"['""BAINDIA (related)"" RELATED []', '""DBI (related)"" RELATED []']",
,,,,"""Is an indirect measure of gelatinization temperature. Observed by placing six milled-rice kernels in 10ml 1.7% KOH in a shallow container and arrange them so that they do not touch. Let them stand for 23hrs at 30degC temperature and score for spreading. Measure for Alkali digestion is inversely proportional to the gelatinization temperature, e.g. if alkali digestion is low, the gelatinization temperature is high."" [Gramene:pankaj_jaiswal, IRRI:SES]",alkali digestion,,,"['""AlkD (related)"" RELATED []', '""ALKDIG (related)"" RELATED []']",
,"Actual measurements, in centimeters of the leaf. Refers to length (PATO:0000122): A 1-D extent quality which is equal to the distance between two points. In maize, this is measured in centimeters. If you are annotating to this term, please add an additional annotation to vascular leaf morphology (TO:0000419) or non-vascular leaf morphology trait (TO:0000925), depending on the species.",,,"""A leaf size (TO:0002637) trait which is a length of a leaf (PO:0025034)."" [IRRI:SES, PO:0025034, TO:cooperl, TO:moorel]",leaf length,,,"['""LFLG (related)"" RELATED []', '""lfln (related)"" RELATED [MaizeGDB_QTL:61715]', '""LL (related)"" RELATED []']","['MaizeGDB_QTL:61715', 'PATO:0000122', 'TO_GIT:247']"
,,,,"""Leaf relative water content is determined at midday (12.00 noon)."" [Gramene:jcl, Gramene:pankaj_jaiswal]",leaf relative water content,,,"['""leaf relative water content (related)"" RELATED []', '""rec (related)"" RELATED []', '""RELWCN (related)"" RELATED []']",
,Often determined when the 50% length of the inflorescence has emerged as compared to its full length. Number of days is calculated from either the day of sowing of seeds or from the day of transplanting the seedlings (in case of rice) depending on type of study.,,,"""Number of days required for the inflorescence (head/cob/panicle) to emerge from the flag leaf of a plant or a group of plants in a study."" [Gramene:pankaj_jaiswal]",days to heading,,,"['""DTHD (related)"" RELATED []', '""heading date (related)"" RELATED []']",
,,,,"""Total protein content of the brown rice."" [IRRI:SES]",brown rice protein,,,"['""brown rice protein content (related)"" RELATED []', '""BrP (related)"" RELATED []', '""BRWRPROT (related)"" RELATED []', '""Prt (related)"" RELATED []']",
,,,,"""A cardinal organ part morphology trait (TO:0000754) which is the color of a lemma apiculus (PO:0025616)."" [IRRI:SES]",lemma apiculus color,,,"['""ApC (related)"" RELATED []', '""APICL (related)"" RELATED []']",
,"Refer to color PATO:0000014: A composite chromatic quality composed of hue, saturation and intensity parts.",,,"""An awn morphology trait (TO:0002718) which is a color of the awn (PO:0025349)."" [IRRI:SES, PO:0025349, TO:moorel]",awn color,,,"['""AWNCL (related)"" RELATED []']",['PATO:0000014']
,,,,"""An inflorescence branching (TO:0000050) trait which is the extent of secondary branching that usually determines the shape and compactness of the inflorescence  (PO:0009049) (such as in rice panicle)."" [Gramene:pankaj_jaiswal, IRRI:SES, PO:0009049, TO:moorel]",secondary branching of inflorescence,,,"['""panicle secondary branching (related)"" RELATED []', '""PnBr (related)"" RELATED []', '""SBR (related)"" RELATED []', '""secondary branching of panicle (related)"" RELATED []']",
,,,,"""Relative yield was calculated as the ratio of biomass in stress to that of control."" [Gramene:jcl, Gramene:pankaj_jaiswal]",relative biomass,,,"['""RB (related)"" RELATED []', '""relative biomass yield (related)"" RELATED []', '""RELBIOM (related)"" RELATED []']",
,Milling is part of rice processing where the caryopsis hull (PO:0006000) and bran is removed. Milled rice consists of the broken kernels as well as the head rice (whole or 3/4 of original length or longer) milled kernels.,,,"""A grain yield trait (TO:0000396) which is the proportion of kernels remaining after milling to remove the bran."" [RiceCAP https://ricecap.hosted.uark.edu/glossary_ricecaplist.htm#M]",milled rice yield,,,"['""milled rice ratio (related)"" RELATED []', '""MR (related)"" RELATED []']",
,,,,"""A shoot axis internode morphology trait (TO:0000755) which is the length of a shoot axis internode (PO:0005005)."" [Gramene:pankaj_jaiswal]",shoot axis internode length,,,"['""INLG (related)"" RELATED []']",
['TO:0000395'],Seed length is a component of seed size (TO:0000391) and has a component of seed quality (TO:0000162). Refer to length (PATO:0000122): A 1-D extent quality which is equal to the distance between two points.,,,"""A seed morphology trait (TO:0000184) which is the length of a seed (PO:0009010)."" [Gramene:pankaj_jaiswal, IRRI:SES, PO:0009010, TO:moorel]",seed length,,,"['""SDLG (related)"" RELATED []']","['PATO:0000122', 'TO_GIT:195']"
,,,,"""Causal agent: rice hoja blanca virus (RHBV). Symptoms: cream colored to yellow spots, elongating and coalescing to form longitudinal yellowish green to pale green striations. Streaks may coalesce to cover the whole leaf. Brown and sterile glumes with typical \""parrot beak\"" shape of deformation."" [Gramene:pankaj_jaiswal, IRRI:SES]",rice hoja blanca disease resistance,,,"['""HBVRS (related)"" RELATED []', '""RHBV (related)"" RELATED []']",
,It represents the damage done by the diease and/or the viral pathogen to the plant. The damage is a direct measure of resistance to the particular viral strain causing the diease.,,,"""An assay to determine the resistance exhibited by a plant or a group of plants (population) in response to the disease caused by a viral pathogen infection as compared to the susceptible and/or the reference plants of the same species."" [Gramene:pankaj_jaiswal, IRRI:SES]",viral disease resistance,,,,
,Seed width is measured in millimeters as the distance across the seed and is a component of the seed size (TO:0000391) and can be a component of seed quality (TO:0000162). Refers to (PATO:0000921): A 1-D extent quality which is equal to the distance from one side of an object to another side which is opposite.,,,"""A seed morphology trait (TO:0000184) which is the width of a seed (PO:0009010)."" [Gramene:pankaj_jaiswal, IRRI:SES, PO:0009010, TO:moorel]",seed width,,,"['""plump seed (related)"" RELATED []', '""SDWD (related)"" RELATED []']","['PATO:0000921', 'TO_GIT:194']"
,,,,"""Causal agent: Pelopidas mathias (Fabricius) and Parnara guttata."" [Gramene:pankaj_jaiswal]",rice skipper resistance,,,"['""SKIPRS (related)"" RELATED []']",
,,,,"""A panicle morphology trait (TO:0000847) which is the average number of panicles per plant in a study."" [Gramene:pankaj_jaiswal, TO:moorel]",panicle number,,,"['""NOP (related)"" RELATED []', '""NP (related)"" RELATED []', '""number of effective tiller per plant (related)"" RELATED []', '""number of panicle (related)"" RELATED []', '""panicle number per plant (related)"" RELATED []', '""panicle number per tiller (related)"" RELATED []', '""PN (related)"" RELATED []', '""PNNB (related)"" RELATED []', '""seed setting tillers per plant (related)"" RELATED []', '""spike number (related)"" RELATED []', '""TP (related)"" RELATED []']",
,,,,"""Relative yield is calculated as a ratio of yield in stress to that of control."" [Gramene:jcl, Gramene:pankaj_jaiswal]",relative yield,,,"['""RELYLD (related)"" RELATED []', '""RY (related)"" RELATED []']",
,,,,"""Causal agent: Stenchaetothrips biformis. monitored at growth stage 2-3."" [Gramene:pankaj_jaiswal, IRRI:SES]",thrips resistance,,,"['""THRIPSRS (related)"" RELATED []']",
,,,,"""The index is calculated as, DSI = (1-Yds/Yns), where Yds and Yns are mean yields of a given genotype in drought susceptible (DS) and non-susceptible (NS) environments respectively."" [Gramene:jcl, Gramene:pankaj_jaiswal]",drought susceptibility index,,,"['""drought score (related)"" RELATED []', '""drought sensitivity index (related)"" RELATED []', '""DRSID (related)"" RELATED []', '""DRSSID (related)"" RELATED []', '""DSI (related)"" RELATED []']",
,,,,"""At 50 days after sowing (DAS), the dry weight of roots penetrated through the wax-petrolatum layer is measured."" [Gramene:jcl, Gramene:pankaj_jaiswal]",penetrated root dry weight,,,"['""PENRTDWT (related)"" RELATED []', '""PRDW (related)"" RELATED []']",
,,,,"""Assay determines temperature of the leaf canopy."" [Gramene:jcl, Gramene:pankaj_jaiswal]",canopy temperature,,,"['""CANTMP (related)"" RELATED []']",
,,,,"""Sensitivity to the red light content in the growth environment."" [Gramene:pankaj_jaiswal]",red light sensitivity,,,"['""Pr light sensitivity (related)"" RELATED []', '""RLTSN (related)"" RELATED []']",
,,,,"""Sensitivity response observed in an environment illuminated with blue light."" [Gramene:pankaj_jaiswal]",blue light sensitivity,,,"['""BLTSN (related)"" RELATED []']",
,,,,"""Response shown by the plant in the presence of UV light stress."" [Gramene:pankaj_jaiswal]",UV light sensitivity,,,"['""Ultraviolet light sensitivity (related)"" RELATED []', '""Ultraviolet resistance (related)"" RELATED []', '""UV resistance (related)"" RELATED []', '""UVRS (related)"" RELATED []']",
,,,,"""Response shown by the plant in terms of sensitivity to one or more types of radiation stress (quality and quantity of light)."" [Gramene:pankaj_jaiswal]",radiation response trait,,,"['""radiation sensitivity (related)"" RELATED []', '""RADSN (related)"" RELATED []', '""response to radiation (related)"" RELATED []']",
['TO:0000588'],,,,"""A fruit quality trait (TO:0002728) that is the commercial and /or economical value of the grain (i.e. fruit (PO:0009001)), or its overall improvement."" [Gramene:pankaj_jaiswal, TO:cooperl]",grain quality trait,,,,['TO_GIT:209']
,The most important auxin produced by plants is indole-3-acetic acid (IAA).,,,"""Response with respect to application of auxin."" [Gramene:pankaj_jaiswal]",auxin sensitivity,,,"['""AUXSN (related)"" RELATED []', '""IAA response (related)"" RELATED []', '""IAA sensitivity (related)"" RELATED []', '""indole-3-acetic acid response (related)"" RELATED []', '""indole-3-acetic acid sensitivity (related)"" RELATED []']",
,,,,"""Response by the plant in terms of resistivity or sensitivity to either the biotic or the abiotic types of stress."" [Gramene:pankaj_jaiswal]",stress trait,,,"['""crop damage (related)"" RELATED []', '""stress resistance (related)"" RELATED []', '""stress susceptibility (related)"" RELATED []', '""stress tolerance (related)"" RELATED []']",
,,,,"""A panicle inflorescence morphology trait (TO:0000847) which is the extent of coverage of panicle inflorescence (PO:0030123) by a sheath of a flag leaf (PO:0020103)."" [Gramene:pankaj_jaiswal, IRRI:SES]",panicle inflorescence exsertion,,,"['""Exs (related)"" RELATED []', '""PNEX (related)"" RELATED []']",
